,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
42734,ES,non,50.0,M,5,99.0,BERLINE,INFERIEURE,1035.0
42735,ES,non,88.0,M,5,134.0,BERLINE,INFERIEURE,1165.0
42736,ES,non,88.0,A,4,154.0,BERLINE,INFERIEURE,1225.0
42737,GO,non,50.0,A,5,87.0,BERLINE,INFERIEURE,1135.0
42738,GO,non,50.0,M,5,98.0,BERLINE,INFERIEURE,1125.0
42739,GO,non,68.0,M,5,90.0,BERLINE,INFERIEURE,1155.0
42740,GO,non,68.0,A,6,98.0,BERLINE,INFERIEURE,1165.0
42743,ES,non,50.0,M,5,99.0,BERLINE,INFERIEURE,1050.0
42744,ES,non,88.0,M,5,155.0,TS TERRAINS/CHEMINS,MOY-INFER,1474.0
42745,ES,non,115.0,M,6,159.0,TS TERRAINS/CHEMINS,MOY-INFER,1534.0
42746,ES,non,115.0,A,6,175.0,TS TERRAINS/CHEMINS,MOY-INFER,1555.0
42747,GO,non,84.0,M,6,127.0,TS TERRAINS/CHEMINS,MOY-INFER,1496.0
42748,GO,non,84.0,A,6,110.0,TS TERRAINS/CHEMINS,MOY-INFER,1498.0
42749,GO,non,84.0,M,6,125.0,TS TERRAINS/CHEMINS,MOY-INFER,1496.0
42750,GO,non,84.0,A,6,112.0,TS TERRAINS/CHEMINS,MOY-INFER,1498.0
42751,GO,non,110.0,M,6,139.0,TS TERRAINS/CHEMINS,MOY-INFER,1604.0
42752,GO,non,120.0,A,6,159.0,TS TERRAINS/CHEMINS,MOY-INFER,1614.0
42753,GH,oui,120.0,A,6,99.0,TS TERRAINS/CHEMINS,MOY-INFER,1735.0
42754,GH,oui,120.0,A,6,88.0,TS TERRAINS/CHEMINS,MOY-INFER,1735.0
42755,ES,non,88.0,M,5,155.0,CABRIOLET,MOY-INFER,1555.0
42756,ES,non,147.0,M,6,162.0,CABRIOLET,MOY-INFER,1610.0
42757,ES,non,115.0,M,6,167.0,CABRIOLET,MOY-INFER,1590.0
42758,ES,non,115.0,A,6,179.0,CABRIOLET,MOY-INFER,1605.0
42759,GO,non,82.0,M,6,123.0,CABRIOLET,MOY-INFER,1610.0
42760,GO,non,120.0,M,6,149.0,CABRIOLET,MOY-INFER,1652.0
42761,GO,non,120.0,A,6,172.0,CABRIOLET,MOY-INFER,1700.0
42762,ES,non,88.0,M,5,147.0,BERLINE,MOY-INFER,1332.0
42763,ES,non,88.0,A,4,159.0,BERLINE,MOY-INFER,1357.0
42764,ES,non,115.0,M,6,155.0,BERLINE,MOY-INFER,1360.0
42765,ES,non,115.0,M,6,149.0,BERLINE,MOY-INFER,1360.0
42766,ES,non,72.0,M,5,139.0,BERLINE,MOY-INFER,1265.0
42768,GO,non,84.0,M,6,108.0,BERLINE,MOY-INFER,1280.0
42769,GO,non,68.0,M,5,105.0,BERLINE,MOY-INFER,1275.0
42770,GO,non,82.0,A,6,95.0,BERLINE,MOY-INFER,1280.0
42771,GO,non,110.0,M,6,134.0,BERLINE,MOY-INFER,1473.0
42772,GO,non,110.0,M,6,129.0,BERLINE,MOY-INFER,1473.0
42773,GO,non,120.0,A,6,164.0,BERLINE,MOY-INFER,1503.0
42774,GO,non,84.0,M,6,110.0,BREAK,MOY-INFER,1462.0
42775,GO,non,68.0,M,5,119.0,BREAK,MOY-INFER,1433.0
42776,ES,non,88.0,M,5,155.0,BREAK,MOY-INFER,1481.0
42777,ES,non,115.0,M,6,159.0,BREAK,MOY-INFER,1556.0
42778,GO,non,84.0,A,6,124.0,BREAK,MOY-INFER,1563.0
42779,GO,non,84.0,M,6,120.0,BREAK,MOY-INFER,1560.0
42780,GO,non,68.0,M,5,119.0,BREAK,MOY-INFER,1505.0
42781,GO,non,110.0,M,6,139.0,BREAK,MOY-INFER,1600.0
42784,ES,non,88.0,M,5,159.0,MONOSPACE COMPACT,MOY-INFER,1480.0
42785,ES,non,115.0,M,6,159.0,MONOSPACE COMPACT,MOY-INFER,1535.0
42786,ES,non,115.0,A,6,179.0,MONOSPACE COMPACT,MOY-INFER,1585.0
42787,ES,non,115.0,A,6,175.0,MONOSPACE COMPACT,MOY-INFER,1585.0
42788,GO,non,84.0,M,6,135.0,MONOSPACE COMPACT,MOY-INFER,1547.0
42789,GO,non,84.0,M,6,128.0,MONOSPACE COMPACT,MOY-INFER,1505.0
42790,GO,non,84.0,A,6,109.0,MONOSPACE COMPACT,MOY-INFER,1505.0
42791,GO,non,84.0,M,6,124.0,MONOSPACE COMPACT,MOY-INFER,1505.0
42792,GO,non,84.0,A,6,117.0,MONOSPACE COMPACT,MOY-INFER,1505.0
42794,GO,non,110.0,M,6,138.0,MONOSPACE COMPACT,MOY-INFER,1615.0
42795,GO,non,120.0,A,6,164.0,MONOSPACE COMPACT,MOY-INFER,1664.0
42796,ES,non,88.0,M,5,159.0,MONOSPACE COMPACT,MOY-INFER,1505.0
42797,ES,non,115.0,M,6,163.0,MONOSPACE COMPACT,MOY-INFER,1565.0
42798,ES,non,115.0,M,6,159.0,MONOSPACE COMPACT,MOY-INFER,1565.0
42799,ES,non,115.0,A,6,179.0,MONOSPACE COMPACT,MOY-INFER,1615.0
42800,ES,non,115.0,A,6,175.0,MONOSPACE COMPACT,MOY-INFER,1615.0
42801,GO,non,84.0,M,6,135.0,MONOSPACE COMPACT,MOY-INFER,1577.0
42802,GO,non,84.0,M,6,132.0,MONOSPACE COMPACT,MOY-INFER,1577.0
42803,GO,non,84.0,A,6,113.0,MONOSPACE COMPACT,MOY-INFER,1595.0
42804,GO,non,84.0,M,6,128.0,MONOSPACE COMPACT,MOY-INFER,1577.0
42805,GO,non,84.0,A,6,126.0,MONOSPACE COMPACT,MOY-INFER,1595.0
42806,GO,non,110.0,M,6,145.0,MONOSPACE COMPACT,MOY-INFER,1668.0
42807,GO,non,110.0,M,6,142.0,MONOSPACE COMPACT,MOY-INFER,1668.0
42808,GO,non,120.0,A,6,164.0,MONOSPACE COMPACT,MOY-INFER,1694.0
42809,GO,non,150.0,A,6,150.0,BERLINE,MOY-SUPER,1615.0
42810,ES,non,88.0,A,6,144.0,BERLINE,MOY-SUPER,1465.0
42811,ES,non,115.0,M,6,144.0,BERLINE,MOY-SUPER,1475.0
42812,ES,non,115.0,A,6,164.0,BERLINE,MOY-SUPER,1485.0
42813,GO,non,84.0,A,6,104.0,BERLINE,MOY-SUPER,1485.0
42814,GO,non,84.0,M,5,114.0,BERLINE,MOY-SUPER,1480.0
42816,GO,non,103.0,M,6,119.0,BERLINE,MOY-SUPER,1505.0
42817,GO,non,120.0,M,6,129.0,BERLINE,MOY-SUPER,1555.0
42818,GO,non,120.0,A,6,149.0,BERLINE,MOY-SUPER,1595.0
42819,GO,non,150.0,A,6,154.0,BREAK,MOY-SUPER,1735.0
42820,ES,non,88.0,A,6,145.0,BREAK,MOY-SUPER,1485.0
42821,ES,non,115.0,M,6,145.0,BREAK,MOY-SUPER,1495.0
42822,ES,non,115.0,A,6,165.0,BREAK,MOY-SUPER,1505.0
42823,GO,non,84.0,A,6,105.0,BREAK,MOY-SUPER,1505.0
42824,GO,non,84.0,M,5,115.0,BREAK,MOY-SUPER,1500.0
42825,GO,non,103.0,M,6,125.0,BREAK,MOY-SUPER,1575.0
42826,GO,non,120.0,M,6,130.0,BREAK,MOY-SUPER,1575.0
42827,GO,non,120.0,A,6,150.0,BREAK,MOY-SUPER,1615.0
42828,GH,oui,120.0,A,6,107.0,BERLINE,MOY-SUPER,1845.0
42834,GO,non,81.0,M,6,187.0,COMBISPACE,INFERIEURE,2010.0
42835,GO,non,96.0,M,6,184.0,COMBISPACE,INFERIEURE,2025.0
42836,GO,non,96.0,M,6,179.0,COMBISPACE,INFERIEURE,2025.0
42837,GO,non,81.0,M,6,192.0,COMBISPACE,INFERIEURE,2120.0
42838,GO,non,96.0,M,6,184.0,COMBISPACE,INFERIEURE,2135.0
42839,GO,non,110.0,M,6,184.0,COMBISPACE,INFERIEURE,2135.0
42840,GO,non,72.0,M,6,179.0,COMBISPACE,INFERIEURE,1982.0
42841,GO,non,94.0,M,6,172.0,COMBISPACE,INFERIEURE,1982.0
42842,GO,non,120.0,M,6,172.0,COMBISPACE,INFERIEURE,1989.5
42843,GO,non,120.0,A,6,199.0,COMBISPACE,INFERIEURE,1986.0
42844,GO,non,72.0,M,6,179.0,COMBISPACE,INFERIEURE,1992.0
42845,GO,non,94.0,M,6,172.0,COMBISPACE,INFERIEURE,1992.0
42846,GO,non,120.0,M,6,172.0,COMBISPACE,INFERIEURE,2022.5
42847,GO,non,120.0,A,6,199.0,COMBISPACE,INFERIEURE,2003.0
42849,ES,non,72.0,M,5,155.0,COMBISPACE,INFERIEURE,1457.0
42850,ES,non,88.0,M,5,169.0,COMBISPACE,INFERIEURE,1457.0
42852,GO,non,55.0,M,5,135.0,COMBISPACE,INFERIEURE,1491.0
42856,GO,non,84.0,M,5,144.0,COMBISPACE,INFERIEURE,1625.0
42858,ES,non,147.0,M,6,155.0,COUPE,MOY-INFER,1372.0
42859,ES,non,115.0,M,6,149.0,COUPE,MOY-INFER,1350.0
42860,ES,non,115.0,A,6,168.0,COUPE,MOY-INFER,1372.0
42861,GO,non,120.0,M,6,139.0,COUPE,MOY-INFER,1445.0
42862,ES,non,257.0,M,7,212.0,COUPE,LUXE,1455.0
42863,ES,non,257.0,A,7,194.0,COUPE,LUXE,1475.0
42864,ES,non,257.0,M,7,219.0,COUPE,LUXE,1505.0
42865,ES,non,257.0,A,7,203.0,COUPE,LUXE,1525.0
42866,ES,non,294.0,M,7,224.0,COUPE,LUXE,1470.0
42867,ES,non,294.0,A,7,205.0,COUPE,LUXE,1490.0
42868,ES,non,294.0,M,7,234.0,COUPE,LUXE,1520.0
42869,ES,non,294.0,A,7,215.0,COUPE,LUXE,1540.0
42870,ES,non,316.0,M,7,224.0,COUPE,LUXE,1470.0
42871,ES,non,316.0,A,7,205.0,COUPE,LUXE,1490.0
42872,ES,non,316.0,M,7,234.0,COUPE,LUXE,1520.0
42873,ES,non,316.0,A,7,215.0,COUPE,LUXE,1540.0
42874,ES,non,257.0,M,7,217.0,CABRIOLET,LUXE,1525.0
42875,ES,non,257.0,A,7,198.0,CABRIOLET,LUXE,1545.0
42876,ES,non,257.0,M,7,224.0,CABRIOLET,LUXE,1575.0
42877,ES,non,257.0,A,7,205.0,CABRIOLET,LUXE,1595.0
42878,ES,non,294.0,M,7,229.0,CABRIOLET,LUXE,1540.0
42879,ES,non,294.0,A,7,210.0,CABRIOLET,LUXE,1560.0
42880,ES,non,294.0,M,7,236.0,CABRIOLET,LUXE,1590.0
42881,ES,non,294.0,A,7,217.0,CABRIOLET,LUXE,1610.0
42882,ES,non,316.0,M,7,229.0,CABRIOLET,LUXE,1540.0
42883,ES,non,316.0,A,7,210.0,CABRIOLET,LUXE,1560.0
42884,ES,non,316.0,M,7,236.0,CABRIOLET,LUXE,1590.0
42885,ES,non,316.0,A,7,217.0,COUPE,LUXE,1610.0
42886,ES,non,368.0,M,6,272.0,CABRIOLET,LUXE,1645.0
42887,ES,non,368.0,A,7,268.0,COUPE,LUXE,1670.0
42889,ES,non,390.0,A,7,268.0,COUPE,LUXE,1660.0
42891,ES,non,368.0,M,6,275.0,CABRIOLET,LUXE,1720.0
42893,ES,non,368.0,A,7,270.0,CABRIOLET,LUXE,1745.0
42895,ES,non,390.0,A,7,270.0,CABRIOLET,LUXE,1735.0
42897,ES,non,195.0,M,6,192.0,CABRIOLET,LUXE,1385.0
42898,ES,non,195.0,A,7,180.0,CABRIOLET,LUXE,1415.0
42900,ES,non,232.0,M,6,206.0,CABRIOLET,LUXE,1395.0
42901,ES,non,232.0,A,7,188.0,CABRIOLET,LUXE,1425.0
42902,ES,non,220.0,M,6,263.0,TS TERRAINS/CHEMINS,LUXE,2070.0
42903,ES,non,220.0,A,8,236.0,TS TERRAINS/CHEMINS,LUXE,2105.0
42904,ES,non,220.0,A,8,248.0,TS TERRAINS/CHEMINS,LUXE,2105.0
42905,ES,non,294.0,A,8,245.0,TS TERRAINS/CHEMINS,LUXE,2140.0
42906,ES,non,368.0,A,8,270.0,TS TERRAINS/CHEMINS,LUXE,2245.0
42907,ES,non,397.0,A,8,270.0,TS TERRAINS/CHEMINS,LUXE,2245.0
42909,ES,non,405.0,A,8,270.0,TS TERRAINS/CHEMINS,LUXE,2290.0
42910,GO,non,180.0,A,8,189.0,TS TERRAINS/CHEMINS,LUXE,2155.0
42911,GO,non,281.0,A,8,218.0,TS TERRAINS/CHEMINS,LUXE,2270.0
42912,EH,oui,245.0,A,8,193.0,TS TERRAINS/CHEMINS,LUXE,2315.0
42913,ES,non,202.0,M,6,192.0,COUPE,LUXE,1385.0
42914,ES,non,202.0,A,7,180.0,COUPE,LUXE,1415.0
42915,ES,non,239.0,M,6,206.0,COUPE,LUXE,1395.0
42916,ES,non,239.0,A,7,188.0,COUPE,LUXE,1425.0
42917,ES,non,220.0,M,6,265.0,BERLINE,LUXE,1805.0
42918,ES,non,220.0,M,6,260.0,BERLINE,LUXE,1805.0
42919,ES,non,220.0,A,7,218.0,BERLINE,LUXE,1835.0
42920,ES,non,220.0,A,7,213.0,BERLINE,LUXE,1835.0
42921,ES,non,220.0,A,7,230.0,BERLINE,LUXE,1835.0
42922,ES,non,220.0,A,7,225.0,BERLINE,LUXE,1835.0
42923,ES,non,220.0,A,7,225.0,BERLINE,LUXE,1895.0
42924,ES,non,220.0,A,7,220.0,BERLINE,LUXE,1895.0
42925,ES,non,220.0,A,7,237.0,BERLINE,LUXE,1895.0
42926,ES,non,220.0,A,7,232.0,BERLINE,LUXE,1895.0
42927,ES,non,294.0,M,6,293.0,BERLINE,LUXE,1845.0
42928,ES,non,294.0,M,6,288.0,BERLINE,LUXE,1845.0
42929,ES,non,294.0,A,7,247.0,BERLINE,LUXE,1875.0
42930,ES,non,294.0,A,7,242.0,BERLINE,LUXE,1875.0
42931,ES,non,294.0,A,7,261.0,BERLINE,LUXE,1875.0
42932,ES,non,294.0,A,7,256.0,BERLINE,LUXE,1875.0
42933,ES,non,294.0,A,7,254.0,BERLINE,LUXE,1935.0
42934,ES,non,294.0,A,7,249.0,BERLINE,LUXE,1935.0
42935,ES,non,294.0,A,7,268.0,BERLINE,LUXE,1935.0
42936,ES,non,294.0,A,7,263.0,BERLINE,LUXE,1935.0
42937,ES,non,368.0,A,7,270.0,BERLINE,LUXE,2045.0
42938,ES,non,368.0,A,7,265.0,BERLINE,LUXE,2045.0
42939,ES,non,368.0,A,7,286.0,BERLINE,LUXE,2045.0
42940,ES,non,368.0,A,7,281.0,BERLINE,LUXE,2045.0
42941,GO,non,184.0,A,8,172.0,BERLINE,LUXE,1955.0
42942,GO,non,184.0,A,8,167.0,BERLINE,LUXE,1955.0
42943,ES,non,397.0,A,7,270.0,BERLINE,LUXE,2045.0
42944,ES,non,397.0,A,7,265.0,BERLINE,LUXE,2045.0
42945,ES,non,397.0,A,7,286.0,BERLINE,LUXE,2045.0
42946,ES,non,397.0,A,7,281.0,BERLINE,LUXE,2045.0
42947,ES,non,316.0,A,7,256.0,BERLINE,LUXE,1995.0
42948,ES,non,316.0,A,7,251.0,BERLINE,LUXE,1995.0
42949,EH,oui,245.0,A,8,167.0,BERLINE,LUXE,2055.0
42950,EH,oui,245.0,A,8,159.0,BERLINE,LUXE,2055.0
42951,ES,non,250.0,A,7,212.0,BERLINE,MOY-INFER,1650.0
42952,ES,non,88.0,A,6,125.0,TS TERRAINS/CHEMINS,INFERIEURE,1255.0
42953,ES,non,66.0,M,5,113.0,TS TERRAINS/CHEMINS,INFERIEURE,1176.0
42954,GO,non,66.0,M,5,95.0,TS TERRAINS/CHEMINS,INFERIEURE,1245.0
42955,GO,non,55.0,M,5,95.0,BERLINE,INFERIEURE,1146.0
42956,ES,non,54.0,M,5,127.0,BERLINE,INFERIEURE,1055.0
42957,ES,non,88.0,A,6,120.0,BERLINE,INFERIEURE,1165.0
42958,ES,non,147.0,A,6,144.0,BERLINE,INFERIEURE,1279.0
42959,ES,non,66.0,M,5,105.0,BERLINE,INFERIEURE,1084.0
42960,ES,non,66.0,M,5,99.0,BERLINE,INFERIEURE,1084.0
42961,GO,non,66.0,M,5,83.0,BERLINE,INFERIEURE,1146.0
42962,GO,non,66.0,M,5,90.0,BERLINE,INFERIEURE,1146.0
42963,GO,non,55.0,M,5,95.0,BREAK,INFERIEURE,1194.0
42964,ES,non,54.0,M,5,127.0,BREAK,INFERIEURE,1105.0
42965,ES,non,88.0,A,6,120.0,BREAK,INFERIEURE,1199.0
42966,ES,non,66.0,M,5,105.0,BREAK,INFERIEURE,1130.0
42967,GO,non,66.0,M,5,90.0,BREAK,INFERIEURE,1196.0
42968,GO,non,66.0,M,5,83.0,BREAK,INFERIEURE,1196.0
42970,GO,non,55.0,M,5,99.0,BERLINE,INFERIEURE,1174.0
42971,ES,non,55.0,M,5,130.0,BERLINE,INFERIEURE,1062.0
42972,ES,non,55.0,M,5,130.0,BERLINE,INFERIEURE,1055.0
42973,GO,non,96.0,M,6,150.0,MONOSPACE,SUPERIEURE,1976.0
42974,GO,non,96.0,M,6,150.0,MONOSPACE,SUPERIEURE,2001.0
42975,GO,non,110.0,M,6,150.0,MONOSPACE,SUPERIEURE,1976.0
42976,GO,non,110.0,M,6,150.0,MONOSPACE,SUPERIEURE,2001.0
42977,GO,non,127.0,M,6,150.0,MONOSPACE,SUPERIEURE,1976.0
42978,GO,non,127.0,A,6,169.0,MONOSPACE,SUPERIEURE,2004.0
42979,GO,non,127.0,M,6,150.0,MONOSPACE,SUPERIEURE,2001.0
42980,GO,non,127.0,A,6,169.0,MONOSPACE,SUPERIEURE,2030.0
42982,GO,non,55.0,M,5,129.0,COMBISPACE,INFERIEURE,1394.0
42983,GO,non,66.0,M,5,135.0,COMBISPACE,INFERIEURE,1505.0
42984,GO,non,80.0,M,6,143.0,COMBISPACE,INFERIEURE,1505.0
42985,ES,non,78.0,M,5,180.0,COMBISPACE,INFERIEURE,1394.0
42987,GO,non,66.0,M,5,129.0,COMBISPACE,INFERIEURE,1394.0
42988,GO,non,80.0,M,6,137.0,COMBISPACE,INFERIEURE,1394.0
42989,ES,non,78.0,A,4,190.0,COMBISPACE,INFERIEURE,1395.0
42990,GO,non,55.0,M,5,112.0,COMBISPACE,INFERIEURE,1394.0
42991,GO,non,66.0,M,5,112.0,COMBISPACE,INFERIEURE,1394.0
42992,GO,non,110.0,M,6,147.0,TS TERRAINS/CHEMINS,MOY-SUPER,1763.5
42994,GO,non,110.0,M,6,166.0,TS TERRAINS/CHEMINS,MOY-SUPER,1801.0
42995,GO,non,127.0,M,6,166.0,TS TERRAINS/CHEMINS,MOY-SUPER,1800.5
42997,GO,non,110.0,A,6,184.0,TS TERRAINS/CHEMINS,MOY-SUPER,1840.5
42998,GO,non,81.0,M,6,109.0,BERLINE,MOY-SUPER,1385.0
42999,GO,non,110.0,M,6,126.0,BERLINE,MOY-SUPER,1493.0
43000,GO,non,110.0,M,6,118.0,BERLINE,MOY-SUPER,1497.0
43001,GO,non,127.0,A,6,150.0,BERLINE,MOY-SUPER,1575.0
43002,GO,non,96.0,M,6,126.0,BERLINE,MOY-SUPER,1493.0
43003,GO,non,96.0,M,6,118.0,BERLINE,MOY-SUPER,1497.0
43004,GO,non,130.5,M,6,144.0,BERLINE,MOY-SUPER,1492.0
43008,GO,non,81.0,M,6,109.0,COUPE,MOY-SUPER,1488.0
43009,GO,non,110.0,M,6,118.0,COUPE,MOY-SUPER,1569.0
43010,GO,non,130.5,M,6,144.0,COUPE,MOY-SUPER,1597.0
43011,GO,non,177.0,A,6,185.0,COUPE,MOY-SUPER,1705.0
43012,GO,non,110.0,M,6,126.0,COUPE,MOY-SUPER,1569.0
43013,GO,non,127.0,A,6,150.0,COUPE,MOY-SUPER,1598.0
43014,GO,non,81.0,M,6,112.0,BREAK,MOY-SUPER,1395.0
43015,GO,non,110.0,M,6,126.0,BREAK,MOY-SUPER,1505.0
43016,GO,non,110.0,M,6,120.0,BREAK,MOY-SUPER,1505.0
43017,GO,non,127.0,A,6,150.0,BREAK,MOY-SUPER,1595.0
43018,GO,non,96.0,M,6,126.0,BREAK,MOY-SUPER,1505.0
43019,GO,non,96.0,M,6,120.0,BREAK,MOY-SUPER,1505.0
43020,GO,non,130.5,M,6,145.0,BREAK,MOY-SUPER,1505.0
43024,GO,non,127.0,A,6,170.0,BERLINE,SUPERIEURE,1695.0
43025,GO,non,110.0,M,6,140.0,BERLINE,SUPERIEURE,1610.0
43026,GO,non,177.0,A,6,188.0,BERLINE,SUPERIEURE,1730.0
43027,GO,non,96.0,M,6,104.0,BERLINE,MOY-INFER,1395.0
43028,GO,non,81.0,A,6,110.0,BERLINE,SUPERIEURE,1365.0
43029,ES,non,85.0,M,6,119.0,BERLINE,MOY-INFER,1280.0
43030,GO,non,81.0,M,6,90.0,BERLINE,MOY-INFER,1290.0
43031,ES,non,97.0,M,6,124.0,BERLINE,MOY-INFER,1280.0
43032,GO,non,66.0,M,5,104.0,BERLINE,MOY-INFER,1290.0
43034,GO,non,120.0,M,6,145.0,BERLINE,MOY-INFER,1464.0
43035,GO,non,96.0,M,6,104.0,COUPE,MOY-INFER,1395.0
43036,GO,non,81.0,A,6,110.0,COUPE,MOY-INFER,1280.0
43037,ES,non,85.0,M,6,119.0,COUPE,MOY-INFER,1280.0
43038,GO,non,81.0,M,6,90.0,COUPE,MOY-INFER,1280.0
43039,ES,non,97.0,M,6,124.0,COUPE,MOY-INFER,1280.0
43040,GO,non,66.0,M,5,104.0,COUPE,MOY-INFER,1280.0
43042,ES,non,140.0,M,6,162.0,COUPE,MOY-INFER,1395.0
43043,ES,non,195.0,M,6,174.0,COUPE,MOY-INFER,1454.0
43044,GO,non,120.0,M,6,145.0,COUPE,MOY-INFER,1456.0
43045,GO,non,96.0,M,6,115.0,CABRIOLET,MOY-INFER,1611.0
43046,GO,non,81.0,A,6,124.0,CABRIOLET,MOY-INFER,1611.0
43047,GO,non,81.0,M,6,115.0,CABRIOLET,MOY-INFER,1602.0
43048,ES,non,97.0,M,6,145.0,CABRIOLET,MOY-INFER,1590.0
43049,ES,non,97.0,M,6,152.0,CABRIOLET,MOY-INFER,1594.0
43050,GO,non,96.0,M,6,123.0,CABRIOLET,MOY-INFER,1615.0
43051,GO,non,96.0,M,6,104.0,BREAK,MOY-INFER,1395.0
43052,GO,non,81.0,A,6,110.0,BREAK,MOY-INFER,1364.0
43053,ES,non,85.0,M,6,119.0,BREAK,MOY-INFER,1359.0
43054,GO,non,81.0,M,6,90.0,BREAK,MOY-INFER,1383.0
43055,ES,non,97.0,M,6,124.0,BREAK,MOY-INFER,1359.0
43056,GO,non,66.0,M,5,104.0,BREAK,MOY-INFER,1355.0
43058,GO,non,81.0,M,6,109.0,BREAK,MOY-INFER,1377.0
43059,GO,non,120.0,M,6,145.0,BREAK,MOY-INFER,1505.0
43060,GO,non,81.0,A,6,124.0,MONOSPACE COMPACT,MOY-INFER,1505.0
43061,GO,non,81.0,A,6,124.0,MONOSPACE COMPACT,MOY-INFER,1568.0
43062,GO,non,81.0,A,6,124.0,MONOSPACE COMPACT,MOY-INFER,1597.0
43063,GO,non,81.0,A,6,124.0,MONOSPACE COMPACT,MOY-INFER,1470.0
43064,GO,non,110.0,A,6,179.0,MONOSPACE COMPACT,MOY-INFER,1612.0
43065,GO,non,110.0,A,6,179.0,MONOSPACE COMPACT,MOY-INFER,1693.0
43066,GO,non,110.0,A,6,179.0,MONOSPACE COMPACT,MOY-INFER,1722.0
43067,ES,non,85.0,M,6,135.0,MONOSPACE COMPACT,MOY-INFER,1395.0
43068,GO,non,81.0,M,6,105.0,MONOSPACE COMPACT,MOY-INFER,1460.0
43069,GO,non,81.0,M,6,105.0,MONOSPACE COMPACT,MOY-INFER,1547.0
43070,GO,non,81.0,M,6,105.0,MONOSPACE COMPACT,MOY-INFER,1505.0
43071,GO,non,81.0,M,6,105.0,MONOSPACE COMPACT,MOY-INFER,1449.0
43072,ES,non,97.0,M,6,145.0,MONOSPACE COMPACT,MOY-INFER,1505.0
43074,GO,non,81.0,M,6,127.0,MONOSPACE COMPACT,MOY-INFER,1460.0
43075,GO,non,81.0,M,6,128.0,MONOSPACE COMPACT,MOY-INFER,1545.0
43076,GO,non,81.0,M,6,128.0,MONOSPACE COMPACT,MOY-INFER,1504.0
43077,GO,non,81.0,M,6,128.0,MONOSPACE COMPACT,MOY-INFER,1460.0
43078,ES,non,85.0,M,6,140.0,MONOSPACE COMPACT,MOY-INFER,1416.0
43079,ES,non,97.0,M,6,145.0,MONOSPACE COMPACT,MOY-INFER,1416.0
43080,GO,non,96.0,M,6,114.0,MONOSPACE COMPACT,MOY-INFER,1505.0
43081,GO,non,96.0,M,6,114.0,MONOSPACE COMPACT,MOY-INFER,1600.0
43082,GO,non,96.0,M,6,114.0,MONOSPACE COMPACT,MOY-INFER,1506.0
43083,GO,non,81.0,M,6,120.0,MONOSPACE COMPACT,MOY-INFER,1438.0
43084,GO,non,70.0,M,6,120.0,MONOSPACE COMPACT,MOY-INFER,1460.0
43085,GO,non,66.0,M,6,175.0,MINIBUS,MOY-SUPER,2085.5
43086,GO,non,84.0,M,6,175.0,MINIBUS,MOY-SUPER,2085.5
43087,GO,non,84.0,A,6,171.0,MINIBUS,MOY-SUPER,2085.5
43088,GO,non,66.0,M,6,175.0,MINIBUS,MOY-SUPER,2083.5
43089,GO,non,84.0,M,6,175.0,MINIBUS,MOY-SUPER,2083.5
43090,GO,non,84.0,A,6,171.0,MINIBUS,MOY-SUPER,2083.5
43091,GO,non,66.0,M,6,175.0,MINIBUS,MOY-SUPER,2080.0
43092,GO,non,84.0,M,6,175.0,MINIBUS,MOY-SUPER,2080.0
43093,GO,non,84.0,A,6,171.0,MINIBUS,MOY-SUPER,2080.0
43094,GO,non,66.0,M,6,190.0,MINIBUS,MOY-SUPER,2292.5
43095,GO,non,84.0,M,6,190.0,MINIBUS,MOY-SUPER,2292.5
43096,GO,non,84.0,A,6,188.0,MINIBUS,MOY-SUPER,2292.5
43097,GO,non,84.0,M,6,175.0,MINIBUS,MOY-SUPER,2096.5
43098,GO,non,84.0,A,6,171.0,MINIBUS,MOY-SUPER,2096.5
43099,ES,non,55.0,A,5,130.0,BERLINE,ECONOMIQUE,1003.0
43100,ES,non,75.0,M,5,130.0,BERLINE,ECONOMIQUE,1051.0
43101,ES,non,98.0,M,5,150.0,BERLINE,ECONOMIQUE,1133.0
43102,ES,non,55.0,M,5,105.0,BERLINE,ECONOMIQUE,939.0
43103,GO,non,63.0,M,5,85.0,BERLINE,ECONOMIQUE,1055.0
43104,GO,non,55.0,M,5,85.0,BERLINE,ECONOMIQUE,1055.0
43105,ES,non,75.0,M,5,139.0,CABRIOLET,INFERIEURE,1206.0
43107,FE,non,78.0,M,5,170.0,COMBISPACE,INFERIEURE,1463.5
43108,FE,non,78.0,M,5,170.0,COMBISPACE,INFERIEURE,1461.5
43109,ES,non,78.0,M,5,180.0,COMBISPACE,INFERIEURE,1463.5
43110,ES,non,78.0,M,5,180.0,COMBISPACE,INFERIEURE,1461.5
43111,GO,non,55.0,M,5,137.0,COMBISPACE,INFERIEURE,1461.5
43112,GO,non,55.0,M,5,137.0,COMBISPACE,INFERIEURE,1530.5
43113,GO,non,66.0,M,5,137.0,COMBISPACE,INFERIEURE,1461.5
43114,GO,non,66.0,M,5,137.0,COMBISPACE,INFERIEURE,1530.5
43115,GO,non,80.0,M,6,140.0,COMBISPACE,INFERIEURE,1461.5
43127,ES,non,420.0,A,8,327.0,BERLINE,LUXE,2435.0
43129,ES,non,420.0,A,8,329.0,BERLINE,LUXE,2495.0
