,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
492,GO,non,135.0,A,8,116.0,BERLINE,MOY-INFER,1440.0
493,GO,non,135.0,A,8,119.0,BERLINE,MOY-INFER,1440.0
494,GO,non,135.0,M,6,119.0,BERLINE,MOY-INFER,1420.0
495,GO,non,135.0,M,6,122.0,BERLINE,MOY-INFER,1420.0
496,GO,non,160.0,A,8,126.0,BERLINE,MOY-INFER,1480.0
497,GO,non,160.0,M,6,129.0,BERLINE,MOY-INFER,1465.0
498,GO,non,150.0,M,6,139.0,CABRIOLET,MOY-INFER,1615.0
499,GO,non,150.0,A,6,149.0,CABRIOLET,MOY-INFER,1615.0
500,GO,non,150.0,M,6,134.0,COUPE,MOY-INFER,1495.0
501,GO,non,150.0,A,6,145.0,COUPE,MOY-INFER,1495.0
502,GO,non,150.0,M,6,135.0,BERLINE,MOY-INFER,1485.0
503,GO,non,150.0,A,6,145.0,BERLINE,MOY-INFER,1485.0
504,ES,non,160.0,M,6,189.0,COUPE,MOY-INFER,1480.0
505,ES,non,160.0,A,6,189.0,COUPE,MOY-INFER,1505.0
506,ES,non,160.0,M,6,194.0,BERLINE,MOY-INFER,1585.0
507,ES,non,160.0,A,6,194.0,CABRIOLET,MOY-INFER,1615.0
508,GO,non,85.0,M,6,99.0,BERLINE,MOY-INFER,1385.0
509,ES,non,190.0,M,6,199.0,BERLINE,MOY-INFER,1450.0
510,ES,non,190.0,A,6,199.0,BERLINE,MOY-INFER,1475.0
511,ES,non,225.0,M,6,198.0,COUPE,MOY-INFER,1530.0
512,ES,non,225.0,A,7,198.0,COUPE,MOY-INFER,1545.0
513,ES,non,225.0,M,6,200.0,CABRIOLET,MOY-INFER,1665.0
514,ES,non,225.0,A,7,200.0,CABRIOLET,MOY-INFER,1675.0
515,ES,non,235.0,A,8,182.0,BERLINE,MOY-INFER,1590.0
516,ES,non,235.0,A,8,175.0,BERLINE,MOY-INFER,1520.0
517,ES,non,235.0,M,6,188.0,BERLINE,MOY-INFER,1505.0
518,ES,non,235.0,A,8,182.0,BERLINE,MOY-INFER,1595.0
519,ES,non,100.0,A,8,138.0,BREAK,SUPERIEURE,1545.0
520,ES,non,100.0,A,8,143.0,BREAK,SUPERIEURE,1545.0
521,ES,non,100.0,M,6,138.0,BREAK,SUPERIEURE,1525.0
522,ES,non,100.0,M,6,143.0,BREAK,SUPERIEURE,1525.0
523,GO,non,85.0,A,8,119.0,BREAK,SUPERIEURE,1570.0
524,GO,non,85.0,A,8,123.0,BREAK,SUPERIEURE,1570.0
525,GO,non,85.0,M,6,119.0,BREAK,SUPERIEURE,1550.0
526,GO,non,85.0,M,6,123.0,BREAK,SUPERIEURE,1550.0
528,ES,non,100.0,A,8,134.0,BERLINE,SUPERIEURE,1480.0
529,ES,non,100.0,A,8,137.0,BERLINE,SUPERIEURE,1480.0
530,ES,non,100.0,M,6,134.0,BERLINE,SUPERIEURE,1460.0
531,ES,non,100.0,M,6,137.0,BERLINE,SUPERIEURE,1460.0
532,GO,non,85.0,A,8,116.0,BERLINE,SUPERIEURE,1505.0
533,GO,non,85.0,A,8,117.0,BERLINE,SUPERIEURE,1505.0
534,GO,non,85.0,M,6,114.0,BERLINE,SUPERIEURE,1485.0
535,GO,non,85.0,M,6,118.0,BERLINE,SUPERIEURE,1485.0
536,GO,non,105.0,A,8,127.0,BERLINE,SUPERIEURE,1635.0
537,GO,non,105.0,A,8,129.0,BERLINE,SUPERIEURE,1635.0
538,GO,non,105.0,M,6,119.0,BERLINE,SUPERIEURE,1615.0
539,GO,non,105.0,M,6,122.0,BERLINE,SUPERIEURE,1615.0
540,GO,non,105.0,A,8,119.0,BREAK,SUPERIEURE,1570.0
541,GO,non,105.0,A,8,123.0,BREAK,SUPERIEURE,1570.0
542,GO,non,105.0,M,6,119.0,BREAK,SUPERIEURE,1550.0
543,GO,non,105.0,M,6,123.0,BREAK,SUPERIEURE,1550.0
544,ES,non,105.0,M,6,147.0,BREAK,SUPERIEURE,1505.0
545,ES,non,105.0,A,6,159.0,BREAK,SUPERIEURE,1535.0
546,GO,non,105.0,M,6,120.0,BREAK,SUPERIEURE,1565.0
547,GO,non,105.0,A,6,142.0,BREAK,SUPERIEURE,1580.0
548,GO,non,105.0,A,8,117.0,BERLINE,SUPERIEURE,1505.0
549,GO,non,105.0,A,8,118.0,BERLINE,SUPERIEURE,1505.0
550,GO,non,105.0,M,6,116.0,BERLINE,SUPERIEURE,1485.0
551,GO,non,105.0,M,6,118.0,BERLINE,SUPERIEURE,1485.0
552,ES,non,135.0,A,8,145.0,BERLINE,SUPERIEURE,1635.0
553,ES,non,135.0,A,8,147.0,BERLINE,SUPERIEURE,1635.0
554,GO,non,135.0,A,8,129.0,BERLINE,SUPERIEURE,1650.0
555,GO,non,135.0,A,8,131.0,BERLINE,SUPERIEURE,1650.0
556,GO,non,135.0,M,6,129.0,BERLINE,SUPERIEURE,1640.0
557,GO,non,135.0,M,6,131.0,BERLINE,SUPERIEURE,1640.0
558,ES,non,125.0,M,6,159.0,CABRIOLET,SUPERIEURE,1670.0
559,ES,non,125.0,A,6,169.0,CABRIOLET,SUPERIEURE,1700.0
560,GO,non,135.0,M,6,135.0,CABRIOLET,SUPERIEURE,1730.0
561,GO,non,135.0,A,6,149.0,CABRIOLET,SUPERIEURE,1745.0
562,ES,non,125.0,M,6,154.0,COUPE,SUPERIEURE,1435.0
563,ES,non,125.0,A,6,159.0,COUPE,SUPERIEURE,1465.0
564,GO,non,135.0,M,6,137.0,COUPE,SUPERIEURE,1590.0
565,GO,non,135.0,A,6,150.0,COUPE,SUPERIEURE,1605.0
566,GO,non,135.0,M,6,125.0,COUPE,SUPERIEURE,1495.0
567,GO,non,135.0,A,6,140.0,COUPE,SUPERIEURE,1505.0
568,ES,non,135.0,A,8,143.0,BERLINE,SUPERIEURE,1560.0
569,ES,non,135.0,A,8,145.0,BREAK,SUPERIEURE,1560.0
570,ES,non,135.0,M,6,149.0,BERLINE,SUPERIEURE,1540.0
571,ES,non,135.0,M,6,152.0,BREAK,SUPERIEURE,1540.0
572,ES,non,135.0,A,8,152.0,BREAK,SUPERIEURE,1635.0
573,ES,non,135.0,A,8,154.0,BREAK,SUPERIEURE,1635.0
574,ES,non,135.0,M,6,159.0,BREAK,SUPERIEURE,1615.0
575,ES,non,135.0,M,6,160.0,BREAK,SUPERIEURE,1615.0
576,GO,non,135.0,A,8,129.0,BREAK,SUPERIEURE,1660.0
577,GO,non,135.0,A,8,133.0,BREAK,SUPERIEURE,1660.0
578,GO,non,135.0,M,6,129.0,BREAK,SUPERIEURE,1650.0
579,GO,non,135.0,M,6,133.0,BREAK,SUPERIEURE,1650.0
580,GO,non,120.0,A,8,112.0,BREAK,SUPERIEURE,1575.0
581,GO,non,120.0,M,6,112.0,BREAK,SUPERIEURE,1565.0
582,ES,non,125.0,M,6,149.0,BREAK,SUPERIEURE,1505.0
583,ES,non,125.0,A,6,164.0,BREAK,SUPERIEURE,1535.0
584,GO,non,135.0,M,6,128.0,BREAK,SUPERIEURE,1580.0
585,GO,non,135.0,A,6,142.0,BREAK,SUPERIEURE,1595.0
586,GO,non,135.0,M,6,140.0,BREAK,SUPERIEURE,1665.0
587,GO,non,135.0,A,6,153.0,BREAK,SUPERIEURE,1680.0
588,GO,non,120.0,M,6,114.0,BREAK,SUPERIEURE,1580.0
589,ES,non,135.0,A,8,138.0,BERLINE,SUPERIEURE,1495.0
590,ES,non,135.0,A,8,141.0,BERLINE,SUPERIEURE,1495.0
591,ES,non,135.0,M,6,144.0,BERLINE,SUPERIEURE,1475.0
592,ES,non,135.0,M,6,147.0,BERLINE,SUPERIEURE,1475.0
593,ES,non,135.0,A,8,149.0,BERLINE,SUPERIEURE,1565.0
594,ES,non,135.0,A,8,152.0,BERLINE,SUPERIEURE,1565.0
595,ES,non,135.0,M,6,158.0,BERLINE,SUPERIEURE,1545.0
596,ES,non,135.0,M,6,159.0,BERLINE,SUPERIEURE,1545.0
597,GO,non,135.0,A,8,117.0,BERLINE,SUPERIEURE,1505.0
598,GO,non,135.0,A,8,118.0,BERLINE,SUPERIEURE,1505.0
599,GO,non,135.0,M,6,119.0,BERLINE,SUPERIEURE,1495.0
600,GO,non,135.0,M,6,120.0,BERLINE,SUPERIEURE,1495.0
601,GO,non,135.0,A,8,124.0,BERLINE,SUPERIEURE,1595.0
602,GO,non,135.0,A,8,125.0,BERLINE,SUPERIEURE,1595.0
603,GO,non,135.0,M,6,127.0,BERLINE,SUPERIEURE,1585.0
604,GO,non,135.0,M,6,128.0,BERLINE,SUPERIEURE,1585.0
605,GO,non,120.0,A,8,109.0,BERLINE,SUPERIEURE,1505.0
606,GO,non,120.0,M,6,109.0,BERLINE,SUPERIEURE,1495.0
607,ES,non,125.0,M,6,124.0,BERLINE,SUPERIEURE,1465.0
608,ES,non,160.0,M,6,176.0,CABRIOLET,SUPERIEURE,1730.0
609,ES,non,160.0,A,6,185.0,CABRIOLET,SUPERIEURE,1760.0
610,GO,non,150.0,M,6,160.0,CABRIOLET,SUPERIEURE,1815.0
611,GO,non,150.0,A,6,168.0,CABRIOLET,SUPERIEURE,1830.0
612,ES,non,160.0,M,6,168.0,COUPE,SUPERIEURE,1505.0
613,ES,non,160.0,A,6,174.0,COUPE,SUPERIEURE,1535.0
614,ES,non,160.0,M,6,188.0,COUPE,SUPERIEURE,1605.0
615,ES,non,160.0,A,6,192.0,COUPE,SUPERIEURE,1625.0
616,GO,non,150.0,M,6,151.0,COUPE,SUPERIEURE,1590.0
617,GO,non,150.0,A,6,160.0,COUPE,SUPERIEURE,1605.0
618,GO,non,160.0,M,6,134.0,BREAK,SUPERIEURE,1615.0
619,ES,non,160.0,M,6,170.0,BREAK,SUPERIEURE,1565.0
620,ES,non,160.0,A,6,178.0,COUPE,SUPERIEURE,1595.0
621,ES,non,160.0,M,6,190.0,BREAK,SUPERIEURE,1715.0
622,ES,non,160.0,A,6,194.0,BREAK,SUPERIEURE,1735.0
623,GO,non,150.0,M,6,153.0,BREAK,SUPERIEURE,1665.0
624,GO,non,150.0,A,6,163.0,BREAK,SUPERIEURE,1680.0
625,GO,non,160.0,M,6,129.0,BERLINE,SUPERIEURE,1550.0
626,ES,non,180.0,A,8,162.0,BREAK,SUPERIEURE,1680.0
627,ES,non,180.0,M,6,166.0,BREAK,SUPERIEURE,1660.0
628,ES,non,180.0,A,8,147.0,BERLINE,SUPERIEURE,1530.0
629,ES,non,180.0,M,6,149.0,BERLINE,SUPERIEURE,1505.0
630,ES,non,180.0,A,8,157.0,BERLINE,SUPERIEURE,1610.0
631,ES,non,180.0,M,6,159.0,BERLINE,SUPERIEURE,1595.0
632,ES,non,200.0,M,6,182.0,CABRIOLET,SUPERIEURE,1780.0
633,ES,non,200.0,A,6,190.0,CABRIOLET,SUPERIEURE,1795.0
634,GO,non,180.0,M,6,162.0,CABRIOLET,SUPERIEURE,1825.0
635,GO,non,180.0,A,6,170.0,CABRIOLET,SUPERIEURE,1840.0
636,ES,non,200.0,M,6,191.0,COUPE,SUPERIEURE,1640.0
637,ES,non,200.0,A,6,193.0,COUPE,SUPERIEURE,1655.0
638,ES,non,200.0,M,6,173.0,COUPE,SUPERIEURE,1540.0
639,ES,non,200.0,A,6,175.0,COUPE,SUPERIEURE,1555.0
640,GO,non,180.0,M,6,171.0,COUPE,SUPERIEURE,1700.0
641,GO,non,180.0,A,6,178.0,COUPE,SUPERIEURE,1715.0
642,GO,non,180.0,M,6,152.0,COUPE,SUPERIEURE,1600.0
643,GO,non,180.0,A,6,164.0,COUPE,SUPERIEURE,1615.0
644,GO,non,190.0,A,8,142.0,BREAK,SUPERIEURE,1750.0
645,ES,non,200.0,M,6,193.0,BREAK,SUPERIEURE,1715.0
646,ES,non,200.0,A,6,195.0,BREAK,SUPERIEURE,1735.0
647,ES,non,200.0,M,6,177.0,BREAK,SUPERIEURE,1615.0
648,ES,non,200.0,A,6,184.0,BREAK,SUPERIEURE,1630.0
649,GO,non,180.0,M,6,174.0,BREAK,SUPERIEURE,1775.0
650,GO,non,180.0,A,6,181.0,BREAK,SUPERIEURE,1790.0
651,GO,non,180.0,M,6,155.0,BREAK,SUPERIEURE,1675.0
652,GO,non,180.0,A,6,165.0,BREAK,SUPERIEURE,1690.0
653,GO,non,190.0,A,8,137.0,BERLINE,SUPERIEURE,1685.0
654,ES,non,225.0,M,6,205.0,CABRIOLET,SUPERIEURE,1810.0
655,ES,non,225.0,A,7,205.0,CABRIOLET,SUPERIEURE,1825.0
656,ES,non,225.0,M,6,205.0,COUPE,SUPERIEURE,1680.0
657,ES,non,225.0,A,6,212.0,COUPE,SUPERIEURE,1695.0
658,ES,non,225.0,M,6,196.0,COUPE,SUPERIEURE,1600.0
659,ES,non,225.0,A,7,196.0,COUPE,SUPERIEURE,1615.0
660,GO,non,210.0,A,6,174.0,COUPE,SUPERIEURE,1645.0
661,ES,non,225.0,A,8,177.0,BREAK,SUPERIEURE,1660.0
662,ES,non,225.0,M,6,189.0,BREAK,SUPERIEURE,1650.0
663,ES,non,225.0,A,8,184.0,BREAK,SUPERIEURE,1730.0
664,ES,non,225.0,M,6,206.0,BREAK,SUPERIEURE,1735.0
665,ES,non,225.0,A,6,215.0,BREAK,SUPERIEURE,1750.0
666,ES,non,225.0,M,6,199.0,BREAK,SUPERIEURE,1670.0
667,ES,non,225.0,A,6,203.0,BREAK,SUPERIEURE,1685.0
668,GO,non,210.0,A,6,176.0,BREAK,SUPERIEURE,1720.0
669,ES,non,225.0,A,8,169.0,BERLINE,SUPERIEURE,1595.0
670,ES,non,225.0,M,6,186.0,BERLINE,SUPERIEURE,1585.0
671,ES,non,225.0,A,8,178.0,BERLINE,SUPERIEURE,1665.0
672,ES,non,225.0,M,6,193.0,BERLINE,SUPERIEURE,1655.0
673,GO,non,135.0,A,8,129.0,BREAK,LUXE,1790.0
674,GO,non,135.0,A,8,133.0,BREAK,LUXE,1790.0
675,GO,non,135.0,A,8,136.0,BREAK,LUXE,1790.0
676,GO,non,135.0,M,6,130.0,BREAK,LUXE,1785.0
677,GO,non,135.0,M,6,134.0,BREAK,LUXE,1785.0
678,GO,non,135.0,M,6,137.0,BREAK,LUXE,1785.0
679,ES,non,135.0,A,8,156.0,BREAK,LUXE,1790.0
680,ES,non,135.0,A,8,160.0,BREAK,LUXE,1790.0
681,ES,non,135.0,A,8,163.0,BREAK,LUXE,1790.0
682,ES,non,135.0,M,6,163.0,BREAK,LUXE,1780.0
683,ES,non,135.0,M,6,167.0,BREAK,LUXE,1780.0
684,ES,non,135.0,M,6,170.0,BREAK,LUXE,1780.0
685,GO,non,135.0,A,8,123.0,BERLINE,LUXE,1700.0
686,GO,non,135.0,A,8,127.0,BERLINE,LUXE,1700.0
687,GO,non,135.0,A,8,129.0,BERLINE,LUXE,1700.0
688,GO,non,135.0,M,6,125.0,BERLINE,LUXE,1695.0
689,GO,non,135.0,M,6,128.0,BERLINE,LUXE,1695.0
690,GO,non,135.0,M,6,130.0,BERLINE,LUXE,1695.0
691,GO,non,135.0,M,6,119.0,BERLINE,LUXE,1695.0
692,ES,non,135.0,A,8,149.0,BERLINE,LUXE,1685.0
693,ES,non,135.0,A,8,153.0,BERLINE,LUXE,1685.0
694,ES,non,135.0,A,8,155.0,BERLINE,LUXE,1685.0
695,ES,non,135.0,M,6,157.0,BERLINE,LUXE,1670.0
696,ES,non,135.0,M,6,161.0,BERLINE,LUXE,1670.0
697,ES,non,135.0,M,6,163.0,BERLINE,LUXE,1670.0
698,GO,non,135.0,A,8,139.0,BERLINE,LUXE,1950.0
699,GO,non,160.0,A,8,135.0,BREAK,LUXE,1825.0
700,GO,non,160.0,A,8,139.0,BREAK,LUXE,1825.0
701,GO,non,160.0,A,8,142.0,BREAK,LUXE,1825.0
702,GO,non,160.0,M,6,138.0,BREAK,LUXE,1820.0
703,GO,non,160.0,M,6,142.0,BREAK,LUXE,1820.0
704,GO,non,160.0,M,6,145.0,BREAK,LUXE,1820.0
705,GO,non,160.0,A,8,143.0,BREAK,LUXE,1895.0
706,GO,non,160.0,A,8,147.0,BREAK,LUXE,1895.0
707,GO,non,160.0,A,8,150.0,BREAK,LUXE,1895.0
708,GO,non,160.0,A,8,134.0,BERLINE,LUXE,1795.0
709,GO,non,160.0,A,8,138.0,BERLINE,LUXE,1795.0
710,GO,non,160.0,A,8,140.0,BERLINE,LUXE,1795.0
711,GO,non,160.0,A,8,126.0,BERLINE,LUXE,1725.0
712,GO,non,160.0,A,8,130.0,BERLINE,LUXE,1725.0
713,GO,non,160.0,A,8,132.0,BERLINE,LUXE,1725.0
714,GO,non,160.0,M,6,132.0,BERLINE,LUXE,1720.0
715,GO,non,160.0,M,6,136.0,BERLINE,LUXE,1720.0
716,GO,non,160.0,M,6,138.0,BERLINE,LUXE,1720.0
717,ES,non,180.0,A,8,159.0,BREAK,LUXE,1800.0
718,ES,non,180.0,A,8,163.0,BREAK,LUXE,1800.0
719,ES,non,180.0,A,8,166.0,BREAK,LUXE,1800.0
720,ES,non,180.0,M,6,165.0,BREAK,LUXE,1790.0
721,ES,non,180.0,M,6,169.0,BREAK,LUXE,1790.0
722,ES,non,180.0,M,6,172.0,BREAK,LUXE,1790.0
723,ES,non,180.0,A,8,169.0,BREAK,LUXE,1880.0
724,ES,non,180.0,A,8,173.0,BREAK,LUXE,1880.0
725,ES,non,180.0,A,8,176.0,BREAK,LUXE,1880.0
726,ES,non,180.0,A,8,152.0,BERLINE,LUXE,1695.0
727,ES,non,180.0,A,8,156.0,BERLINE,LUXE,1695.0
728,ES,non,180.0,A,8,158.0,BERLINE,LUXE,1695.0
729,ES,non,180.0,M,6,159.0,BERLINE,LUXE,1685.0
730,ES,non,180.0,M,6,163.0,BERLINE,LUXE,1685.0
731,ES,non,180.0,M,6,165.0,BERLINE,LUXE,1685.0
732,ES,non,180.0,A,8,162.0,BERLINE,LUXE,1780.0
733,ES,non,180.0,A,8,166.0,BERLINE,LUXE,1780.0
734,ES,non,180.0,A,8,168.0,BERLINE,LUXE,1780.0
735,GO,non,190.0,A,8,149.0,BREAK,LUXE,1940.0
736,GO,non,190.0,A,8,153.0,BREAK,LUXE,1940.0
737,GO,non,190.0,A,8,156.0,BREAK,LUXE,1940.0
738,ES,non,200.0,A,8,177.0,BREAK,LUXE,1820.0
739,ES,non,200.0,A,8,181.0,BREAK,LUXE,1820.0
740,ES,non,200.0,A,8,184.0,BREAK,LUXE,1820.0
741,ES,non,200.0,M,6,183.0,BREAK,LUXE,1800.0
742,ES,non,200.0,M,6,187.0,BREAK,LUXE,1800.0
743,ES,non,200.0,M,6,190.0,BREAK,LUXE,1800.0
744,GO,non,190.0,A,8,145.0,BREAK,LUXE,1870.0
745,GO,non,190.0,A,8,149.0,BREAK,LUXE,1870.0
746,GO,non,190.0,A,8,152.0,BREAK,LUXE,1870.0
747,GO,non,190.0,M,6,155.0,BREAK,LUXE,1860.0
748,GO,non,190.0,M,6,159.0,BREAK,LUXE,1860.0
749,GO,non,190.0,M,6,162.0,BREAK,LUXE,1860.0
750,GO,non,190.0,A,8,146.0,BERLINE,LUXE,1865.0
751,GO,non,190.0,A,8,149.0,BERLINE,LUXE,1865.0
752,GO,non,190.0,A,8,152.0,BERLINE,LUXE,1865.0
753,GO,non,190.0,A,8,139.0,BERLINE,LUXE,1770.0
754,GO,non,190.0,A,8,143.0,BERLINE,LUXE,1770.0
755,GO,non,190.0,A,8,145.0,BERLINE,LUXE,1770.0
756,GO,non,190.0,M,6,149.0,BERLINE,LUXE,1760.0
757,GO,non,190.0,M,6,153.0,BERLINE,LUXE,1760.0
758,GO,non,190.0,M,6,155.0,BERLINE,LUXE,1760.0
759,ES,non,200.0,A,8,173.0,BERLINE,LUXE,1730.0
760,ES,non,200.0,A,8,176.0,BERLINE,LUXE,1730.0
761,ES,non,200.0,A,8,178.0,BERLINE,LUXE,1730.0
762,ES,non,200.0,M,6,177.0,BERLINE,LUXE,1710.0
763,ES,non,200.0,M,6,180.0,BERLINE,LUXE,1710.0
764,ES,non,200.0,M,6,182.0,BERLINE,LUXE,1710.0
765,GO,non,180.0,A,8,173.0,BERLINE,LUXE,2035.0
766,GO,non,180.0,A,8,183.0,BERLINE,LUXE,2090.0
767,GO,non,190.0,A,8,163.0,BERLINE,LUXE,2085.0
768,GO,non,190.0,A,8,153.0,BERLINE,LUXE,2015.0
769,ES,non,225.0,A,8,179.0,BREAK,LUXE,1845.0
770,ES,non,225.0,A,8,183.0,BREAK,LUXE,1845.0
771,ES,non,225.0,A,8,186.0,BREAK,LUXE,1845.0
772,ES,non,225.0,M,6,190.0,BREAK,LUXE,1840.0
773,ES,non,225.0,M,6,194.0,BREAK,LUXE,1840.0
774,ES,non,225.0,M,6,197.0,BREAK,LUXE,1840.0
775,ES,non,225.0,A,8,194.0,BERLINE,LUXE,1915.0
776,ES,non,225.0,A,8,197.0,BERLINE,LUXE,1915.0
777,ES,non,225.0,A,8,199.0,BERLINE,LUXE,1915.0
778,GO,non,230.0,A,8,156.0,BREAK,LUXE,1970.0
779,GO,non,230.0,A,8,159.0,BREAK,LUXE,1970.0
780,GO,non,230.0,A,8,163.0,BREAK,LUXE,1970.0
781,GO,non,230.0,A,8,148.0,BREAK,LUXE,1900.0
782,GO,non,230.0,A,8,152.0,BREAK,LUXE,1900.0
783,GO,non,230.0,A,8,155.0,BREAK,LUXE,1900.0
784,ES,non,225.0,A,8,177.0,BERLINE,LUXE,1775.0
785,ES,non,225.0,A,8,180.0,BERLINE,LUXE,1775.0
786,ES,non,225.0,A,8,183.0,BERLINE,LUXE,1775.0
787,ES,non,225.0,M,6,188.0,BERLINE,LUXE,1760.0
788,ES,non,225.0,M,6,192.0,BERLINE,LUXE,1760.0
789,ES,non,225.0,M,6,194.0,BERLINE,LUXE,1760.0
790,ES,non,225.0,A,8,185.0,BERLINE,LUXE,1840.0
791,ES,non,225.0,A,8,188.0,BERLINE,LUXE,1840.0
792,ES,non,225.0,A,8,190.0,BERLINE,LUXE,1840.0
793,GO,non,230.0,A,8,142.0,BERLINE,LUXE,1800.0
794,GO,non,230.0,A,8,146.0,BERLINE,LUXE,1800.0
795,GO,non,230.0,A,8,148.0,BERLINE,LUXE,1800.0
796,GO,non,230.0,A,8,149.0,BERLINE,LUXE,1870.0
797,GO,non,230.0,A,8,154.0,BERLINE,LUXE,1870.0
798,GO,non,230.0,A,8,156.0,BERLINE,LUXE,1870.0
799,ES,non,225.0,A,8,209.0,BERLINE,LUXE,2015.0
800,GO,non,220.0,A,8,175.0,BERLINE,LUXE,2045.0
801,ES,non,225.0,A,8,216.0,BERLINE,LUXE,2070.0
802,GO,non,220.0,A,8,187.0,BERLINE,LUXE,2110.0
803,GO,non,230.0,A,8,168.0,BERLINE,LUXE,2115.0
804,GO,non,230.0,A,8,154.0,BERLINE,LUXE,2045.0
805,ES,non,300.0,A,8,249.0,BREAK,LUXE,1975.0
806,ES,non,300.0,A,8,250.0,BREAK,LUXE,1975.0
807,GO,non,280.0,A,8,169.0,BREAK,LUXE,2065.0
808,ES,non,300.0,A,8,242.0,BERLINE,LUXE,1905.0
809,ES,non,300.0,A,8,243.0,BERLINE,LUXE,1905.0
810,ES,non,300.0,A,8,256.0,BERLINE,LUXE,1975.0
811,ES,non,300.0,A,8,257.0,BERLINE,LUXE,1975.0
812,GO,non,280.0,A,8,165.0,BREAK,LUXE,1970.0
813,ES,non,330.0,A,8,214.0,BERLINE,LUXE,2145.0
814,ES,non,300.0,A,8,263.0,BERLINE,LUXE,2135.0
815,ES,non,330.0,A,8,224.0,BERLINE,LUXE,2215.0
816,ES,non,300.0,A,8,275.0,BERLINE,LUXE,2205.0
817,GO,non,230.0,A,8,152.0,COUPE,LUXE,1945.0
818,GO,non,230.0,A,8,154.0,COUPE,LUXE,1945.0
819,GO,non,230.0,A,8,158.0,COUPE,LUXE,1945.0
820,ES,non,235.0,A,8,189.0,COUPE,LUXE,1900.0
822,ES,non,235.0,A,8,193.0,COUPE,LUXE,1900.0
823,ES,non,235.0,A,8,177.0,COUPE,LUXE,1735.0
824,ES,non,235.0,A,8,179.0,COUPE,LUXE,1735.0
825,ES,non,235.0,A,8,181.0,COUPE,LUXE,1735.0
826,ES,non,235.0,A,8,181.0,CABRIOLET,LUXE,1915.0
827,ES,non,235.0,A,8,183.0,CABRIOLET,LUXE,1915.0
828,ES,non,235.0,A,8,185.0,CABRIOLET,LUXE,1915.0
829,GO,non,230.0,A,8,143.0,COUPE,LUXE,1790.0
830,GO,non,230.0,A,8,144.0,COUPE,LUXE,1790.0
831,GO,non,230.0,A,8,145.0,COUPE,LUXE,1790.0
832,ES,non,235.0,A,8,188.0,COUPE,LUXE,1840.0
834,ES,non,235.0,A,8,191.0,COUPE,LUXE,1840.0
835,GO,non,230.0,A,8,147.0,CABRIOLET,LUXE,1935.0
836,GO,non,230.0,A,8,148.0,CABRIOLET,LUXE,1935.0
837,GO,non,230.0,A,8,149.0,CABRIOLET,LUXE,1935.0
838,GO,non,230.0,A,8,149.0,COUPE,LUXE,1870.0
839,GO,non,230.0,A,8,152.0,COUPE,LUXE,1870.0
840,GO,non,230.0,A,8,153.0,COUPE,LUXE,1870.0
841,GO,non,230.0,A,8,154.0,CABRIOLET,LUXE,2005.0
842,GO,non,230.0,A,8,157.0,CABRIOLET,LUXE,2005.0
843,GO,non,230.0,A,8,158.0,CABRIOLET,LUXE,2005.0
844,ES,non,235.0,A,8,192.0,CABRIOLET,LUXE,1985.0
846,ES,non,235.0,A,8,195.0,CABRIOLET,LUXE,1985.0
847,ES,non,330.0,A,8,199.0,COUPE,LUXE,1940.0
848,ES,non,330.0,A,8,206.0,COUPE,LUXE,1940.0
849,ES,non,330.0,A,8,215.0,COUPE,LUXE,2015.0
850,ES,non,330.0,A,8,219.0,COUPE,LUXE,2015.0
851,ES,non,300.0,A,8,245.0,COUPE,LUXE,1845.0
852,ES,non,300.0,A,8,246.0,COUPE,LUXE,1845.0
853,ES,non,300.0,A,8,262.0,COUPE,LUXE,1920.0
854,ES,non,300.0,A,8,263.0,COUPE,LUXE,1920.0
855,ES,non,300.0,A,8,248.0,CABRIOLET,LUXE,2015.0
856,ES,non,300.0,A,8,249.0,CABRIOLET,LUXE,2015.0
857,ES,non,300.0,A,8,266.0,CABRIOLET,LUXE,2055.0
858,ES,non,300.0,A,8,267.0,CABRIOLET,LUXE,2055.0
859,ES,non,330.0,A,8,213.0,COUPE,LUXE,1930.0
860,ES,non,330.0,A,8,217.0,COUPE,LUXE,1930.0
861,ES,non,330.0,A,8,199.0,COUPE,LUXE,1870.0
862,ES,non,330.0,A,8,206.0,COUPE,LUXE,1870.0
863,ES,non,330.0,A,8,217.0,CABRIOLET,LUXE,2055.0
864,ES,non,330.0,A,8,221.0,CABRIOLET,LUXE,2055.0
865,ES,non,330.0,A,8,208.0,CABRIOLET,LUXE,2015.0
866,ES,non,330.0,A,8,214.0,CABRIOLET,LUXE,2015.0
867,GO,non,180.0,A,6,178.0,BERLINE,LUXE,1940.0
868,GO,non,180.0,A,6,180.0,BERLINE,LUXE,1975.0
869,GO,non,190.0,A,8,148.0,BERLINE,LUXE,1915.0
870,GO,non,190.0,A,8,158.0,BERLINE,LUXE,1985.0
871,GO,non,190.0,A,8,148.0,BERLINE,LUXE,1950.0
872,ES,non,240.0,A,6,232.0,BERLINE,LUXE,1935.0
873,ES,non,240.0,A,6,235.0,BERLINE,LUXE,1970.0
874,GO,non,225.0,A,8,183.0,BERLINE,LUXE,2025.0
875,GO,non,225.0,A,6,181.0,BERLINE,LUXE,1950.0
876,ES,non,235.0,A,8,184.0,BERLINE,LUXE,1900.0
